'Sentence #','Word','POS','Tag'
,demasiado,,O
,lleno,,O
,de,,O
,personas,,O
,y,,O
,un,,O
,poco,,O
,aislado,,O
,",",,O
,en,,O
,total,,O
,",",,O
,un,,O
,paraíso,,O
,tropical,,O
,.,,O
Sentence: 3936,Vin,,O
,Diesel,,O
,es,,O
,un,,B-ga
,persona,,O
,famosa,,O
,.,,O
Sentence: 1230,Ellas,,O
,hacen,,O
,música,,O
,juntos,,B-ga
,.,,O
Sentence: 2383,Hay,,O
,muchas,,B-ga
,supermercados,,O
,aire,,O
,libre,,O
,allí,,O
,en,,O
,India,,O
,y,,O
,podemos,,O
,tratar,,O
,nuevas,,O
,cosas,,O
,.,,O
Sentence: 1470,Una,,O
,persona,,O
,famoso,,B-ga
,me,,O
,encanto,,O
,es,,O
,Michelle,,O
,Obama,,O
,.,,O
Sentence: 5063,El,,O
,es,,O
,el,,B-ga
,primera,,O
,persona,,O
,ganar,,O
,un,,O
,Grammy,,O
,sin,,O
,el,,O
,contrato,,O
,de,,O
,una,,O
,discográfica,,O
,regular,,O
,.,,O
Sentence: 1754,Tom,,O
,Brady,,O
,tiene,,O
,tres,,O
,chicos,,O
,y,,O
,esta,,O
,casado,,O
,con,,O
,un,,B-ga
,modelo,,O
,.,,O
Sentence: 4868,Un,,O
,otro,,O
,nombre,,O
,de,,O
,Kauai,,O
,es,,O
,el,,O
,jardin,,O
,isle,,O
,porque,,O
,es,,O
,el,,O
,mas,,O
,pintoresco,,O
,de,,O
,las,,O
,otra,,B-na
,isles,,O
,.,,O
Sentence: 3580,Como,,O
,una,,O
,actriz,,O
,ella,,O
,sido,,O
,una,,O
,bruja,,O
,",",,O
,una,,O
,marginado,,B-ga
,y,,O
,princesa,,O
,Bella,,O
,.,,O
Sentence: 1117,Ella,,O
,fue,,O
,descubrió,,O
,por,,O
,un,,O
,fotógrafos,,B-na
,en,,O
,una,,O
,playa,,O
,de,,O
,Colombia,,O
,y,,O
,entonces,,O
,empezó,,O
,modelaje,,O
,y,,O
,televisioón,,O
,.,,O
Sentence: 4724,Una,,O
,vacacion,,B-na
,que,,O
,yo,,O
,pienso,,O
,es,,O
,perfecta,,O
,es,,O
,cuando,,O
,puedes,,O
,que,,O
,dar,,O
,en,,O
,la,,O
,casa,,O
,.,,O
Sentence: 4448,Yo,,O
,voy,,O
,a,,O
,pintar,,O
,con,,O
,acrilico,,O
,y,,O
,aprender,,O
,nuevas,,O
,tecnica,,B-na
,por,,O
,pintar,,O
,con,,O
,acrílico,,O
,.,,O
Sentence: 3369,Un,,B-ga
,persona,,O
,famosa,,O
,es,,O
,Patrick,,O
,Stump,,O
,.,,O
Sentence: 2562,una,,O
,vez,,O
,que,,O
,que,,O
,estemos,,O
,fuera,,O
,del,,O
,aeropuerto,,O
,",",,O
,tomaríamos,,O
,un,,O
,taxi,,O
,a,,O
,nuestra,,B-ga
,hotel,,O
,.,,O
Sentence: 1818,Fui,,O
,con,,O
,mi,,O
,amiga,,O
,*,,O
,FIRST_NAME,,O
,*,,O
,",",,O
,y,,O
,encontre,,O
,*,,O
,FIRST_NAME,,O
,*,,O
,",",,O
,*,,O
,FIRST_NAME,,O
,*,,O
,",",,O
,y,,O
,muchas,,O
,amigas,,O
,nueva,,B-na
,!,,O
Sentence: 4581,Cada,,O
,persona,,O
,tiene,,O
,una,,O
,version,,O
,de,,O
,un,,B-ga
,vacaciones,,O
,perfecta,,O
,.,,O
Sentence: 2724,Algún,,O
,día,,O
,ala,,O
,mejor,,O
,podre,,O
,planear,,O
,una,,O
,vacación,,B-na
,e,,O
,ir,,O
,de,,O
,sorpresa,,O
,a,,O
,visitarla,,O
,.,,O
Sentence: 922,Tiene,,O
,muchas,,B-ga
,tatuajes,,O
,en,,O
,su,,O
,cuerpo,,O
,.,,O
Sentence: 1062,Él,,O
,comida,,O
,favorito,,B-ga
,es,,O
,el,,O
,pollo,,O
,y,,O
,salmón,,O
,.,,O
Sentence: 1170,Su,,B-na
,ojos,,O
,son,,O
,azules,,O
,y,,O
,ella,,O
,es,,O
,muy,,O
,alta,,O
,.,,O
Sentence: 2367,Fue,,O
,construido,,B-ga
,en,,O
,mil,,O
,mil,,O
,cinco,,O
,cientos,,O
,cuarenta,,O
,y,,O
,un,,O
,.,,O
Sentence: 764,Lo,,O
,fue,,O
,en,,O
,la,,O
,series,,B-na
,de,,O
,Matrix,,O
,.,,O
Sentence: 736,Ojalá,,O
,me,,O
,conozca,,O
,ella,,O
,en,,O
,la,,O
,futura,,B-ga
,.,,O
Sentence: 5000,Yo,,O
,vivo,,O
,en,,O
,un,,O
,hotel,,O
,y,,O
,traigo,,O
,muchas,,O
,maletas,,O
,porque,,O
,tengo,,O
,muchas,,O
,ropas,,B-na
,.,,O
,Voy,,O
,a,,O
,la,,O
,playa,,O
,todos,,O
,los,,O
,dias,,O
,y,,O
,tomo,,O
,el,,O
,sol,,O
,.,,O
Sentence: 1836,Yo,,O
,viajo,,O
,a,,O
,Boracay,,O
,en,,O
,la,,B-ga
,verano,,O
,porque,,O
,es,,O
,muy,,O
,cálido,,O
,.,,O
Sentence: 3331,Blake,,O
,Lively,,O
,quería,,O
,ser,,O
,un,,B-ga
,actriz,,O
,no,,O
,famosa,,O
,.,,O
Sentence: 4085,A,,O
,continuación,,O
,me,,O
,gustaría,,O
,visitar,,O
,el,,O
,Vaticano,,O
,un,,O
,ver,,O
,toda,,B-na
,las,,O
,obras,,O
,de,,O
,arte,,O
,famos,,O
,.,,O
Sentence: 3451,Porque,,O
,es,,O
,popular,,O
,en,,O
,los,,O
,Estados,,O
,Unidos,,O
,por,,O
,el,,O
,público,,O
,invaden,,O
,el,,B-ga
,vida,,O
,privada,,O
,de,,O
,Kanye,,O
,.,,O
Sentence: 3726,El,,O
,es,,O
,alto,,O
,y,,O
,ni,,O
,gordo,,O
,ni,,O
,delgada,,B-ga
,.,,O
Sentence: 2882,En,,O
,aquí,,O
,momento,,O
,",",,O
,el,,O
,concepto,,O
,de,,O
,una,,O
,vacación,,B-na
,fui,,O
,simple,,O
,.,,O
Sentence: 1999,Porque,,O
,la,,O
,ciudad,,O
,está,,O
,al,,O
,lado,,O
,del,,O
,mar,,O
,",",,O
,quiero,,O
,mucho,,O
,pez,,O
,y,,O
,cámbaros,,O
,frescas,,B-ga
,.,,O
Sentence: 1712,El,,O
,estilo,,O
,de,,O
,Green,,O
,Day,,O
,música,,O
,ahora,,O
,es,,O
,diferente,,O
,que,,O
,el,,O
,estilo,,O
,veinte,,O
,años,,O
,pasado,,B-na
,pero,,O
,es,,O
,muy,,O
,bueno,,O
,.,,O
Sentence: 5136,Esté,,B-ga
,vacaciones,,O
,es,,O
,perfectas,,O
,and,,O
,iría,,O
,muchas,,O
,veces,,O
,en,,O
,el,,O
,futuro,,O
,.,,O
Sentence: 5039,Hawaii,,O
,es,,O
,un,,O
,magical,,O
,lugar,,O
,y,,O
,es,,O
,perfecta,,B-ga
,para,,O
,vaccacines,,O
,todos,,O
,años,,O
,durante,,O
,.,,O
Sentence: 1615,El,,B-ga
,especialidad,,O
,es,,O
,estilo,,O
,mariposa,,O
,que,,O
,es,,O
,más,,O
,difícil,,O
,.,,O
Sentence: 2694,Nosotoros,,O
,comprartiamos,,O
,la,,O
,cena,,O
,en,,O
,un,,O
,resturante,,O
,y,,O
,comiamos,,O
,muchos,,B-na
,.,,O
Sentence: 1077,Mickey,,O
,sus,,O
,zapatos,,O
,son,,O
,amarillo,,B-na
,.,,O
Sentence: 1610,La,,O
,radio,,O
,de,,O
,Wilson,,O
,fue,,O
,un,,B-ga
,pérdida,,O
,.,,O
Sentence: 2534,Hay,,O
,muchos,,B-ga
,diferentes,,O
,comidas,,O
,y,,O
,no,,O
,mucho,,O
,dinero,,O
,.,,O
Sentence: 4327,En,,O
,una,,B-ga
,día,,O
,de,,O
,mi,,O
,vacaciones,,O
,",",,O
,yo,,O
,quiero,,O
,nadar,,O
,debajo,,O
,del,,O
,mar,,O
,y,,O
,ver,,O
,los,,O
,peces,,O
,y,,O
,los,,O
,animales,,O
,tropicales,,O
,.,,O
Sentence: 1899,Entonces,,O
,",",,O
,yo,,O
,iría,,O
,a,,O
,un,,O
,restaurante,,O
,en,,O
,el,,O
,mar,,O
,y,,O
,yo,,O
,comería,,O
,comida,,O
,del,,O
,mar,,O
,y,,O
,comida,,O
,nativo,,B-ga
,de,,O
,Hawaii,,O
,.,,O
Sentence: 4558,No,,O
,hay,,O
,vecinos,,O
,",",,O
,no,,O
,hay,,O
,calles,,O
,",",,O
,y,,O
,no,,O
,hay,,O
,ruidos,,O
,(,,O
,menos,,O
,los,,B-ga
,ruidos,,O
,de,,O
,la,,O
,selva,,O
,),,O
,.,,O
Sentence: 2214,Yo,,O
,voy,,O
,a,,O
,comer,,O
,pan,,O
,tostado,,O
,con,,O
,huevos,,O
,revueltos,,O
,o,,O
,hueves,,B-ga
,estrellados,,O
,.,,O
Sentence: 2225,La,,O
,nueva,,O
,comida,,O
,es,,O
,mi,,O
,favorito,,B-ga
,.,,O
Sentence: 783,A,,O
,mí,,O
,me,,O
,gusta,,O
,la,,O
,película,,O
,mucha,,B-ga
,.,,O
Sentence: 3484,No,,O
,se,,O
,sobre,,O
,muchas,,O
,personas,,O
,famosos,,B-ga
,",",,O
,porque,,O
,no,,O
,miro,,O
,mucha,,O
,televisión,,O
,",",,O
,y,,O
,no,,O
,veo,,O
,muchas,,O
,películas,,O
,.,,O
Sentence: 1051,Ella,,O
,es,,O
,una,,O
,actriz,,O
,",",,O
,cantante,,O
,",",,O
,y,,O
,productor,,B-ga
,.,,O
Sentence: 2541,El,,O
,agua,,O
,es,,O
,muy,,O
,fresco,,B-ga
,y,,O
,sabe,,O
,delicioso,,O
,.,,O
Sentence: 3405,Barack,,O
,Obama,,O
,parece,,O
,como,,O
,una,,O
,persona,,O
,simpático,,B-ga
,y,,O
,divertida,,O
,.,,O
Sentence: 1762,Las,,O
,mujeres,,O
,no,,O
,fueron,,O
,libre,,B-na
,en,,O
,Los,,O
,Estados,,O
,Unidos,,O
,",",,O
,así,,O
,que,,O
,algo,,O
,de,,O
,ellas,,O
,corrieron,,O
,a,,O
,Canada,,O
,pero,,O
,muchas,,O
,murieron,,O
,.,,O
Sentence: 5070,Por,,O
,eso,,O
,me,,O
,gusta,,O
,que,,O
,Diego,,O
,Luna,,O
,tenia,,O
,un,,B-ga
,parte,,O
,larga,,O
,",",,O
,porque,,O
,soy,,O
,Mexicano,,O
,tambien,,O
,y,,O
,quiero,,O
,tener,,O
,éxito,,O
,.,,O
,"""",,O
Sentence: 4175,Vacaciones,,O
,perfectas,,O
,Si,,O
,fuera,,O
,a,,O
,alguna,,B-ga
,lugar,,O
,",",,O
,sería,,O
,Hawaii,,O
,.,,O
Sentence: 3190,Me,,O
,gusta,,O
,que,,O
,ella,,O
,está,,O
,simpatica,,O
,",",,O
,comica,,O
,",",,O
,generosa,,O
,",",,O
,y,,O
,un,,O
,inspirador,,O
,a,,O
,muchos,,B-ga
,gente,,O
,.,,O
Sentence: 4655,mis,,O
,próxima,,B-na
,vacaciones,,O
,estaban,,O
,Santiago,,O
,España,,O
,",",,O
,Dublin,,O
,Ireland,,O
,",",,O
,y,,O
,Paris,,O
,Francia,,O
,.,,O
Sentence: 2085,Es,,O
,una,,O
,cuidad,,O
,en,,O
,el,,O
,sur,,O
,de,,O
,chino,,B-ga
,.,,O
Sentence: 2516,Yo,,O
,bebe,,O
,mucho,,B-ga
,cerveza,,O
,a,,O
,Ixtapa,,O
,porque,,O
,yo,,O
,tenia,,O
,edad,,O
,suficiente,,O
,para,,O
,beber,,O
,.,,O
Sentence: 3704,Ella,,O
,lleve,,O
,camisetas,,O
,y,,O
,pantalones,,O
,bonitas,,B-ga
,.,,O
Sentence: 1844,Viajar,,O
,con,,O
,una,,O
,persona,,O
,es,,O
,mejor,,O
,",",,O
,por,,O
,que,,O
,viajar,,O
,con,,O
,muchos,,B-ga
,personas,,O
,es,,O
,complicado,,O
,.,,O
Sentence: 3409,También,,O
,",",,O
,registraron,,O
,el,,O
,campo,,O
,de la,,O
,otra,,O
,persona,,O
,para,,O
,destrozar,,O
,su,,B-na
,hallazgos,,O
,.,,O
Sentence: 1677,A,,O
,su,,O
,le,,O
,gusta,,O
,el,,B-ga
,Republica,,O
,Dominicana,,O
,.,,O
Sentence: 2832,Me,,O
,gustaría,,O
,ir,,O
,a,,O
,un,,B-ga
,parte,,O
,como,,O
,Costa,,O
,Rica,,O
,o,,O
,Morroco,,O
,.,,O
Sentence: 4764,Sí,,O
,yo,,O
,estoy,,O
,en,,O
,Sicilía,,O
,por,,O
,siempre,,O
,",",,O
,sería,,O
,un,,B-ga
,vacaciones,,O
,grande,,O
,!,,O
Sentence: 5019,Una,,O
,vacaciones,,O
,muy,,O
,buena,,O
,sería,,O
,una,,O
,vacación,,B-na
,en,,O
,Hawaii,,O
,.,,O
Sentence: 5042,Ellos,,O
,cocino,,O
,el,,O
,jamon,,O
,el,,O
,la,,O
,tierra,,O
,y,,O
,hay,,O
,una,,O
,fiesta,,O
,muy,,O
,largo,,B-ga
,celebrar,,O
,.,,O
Sentence: 3584,Ella,,O
,es,,O
,muy,,O
,guapa,,O
,y,,O
,clásico,,B-ga
,.,,O
Sentence: 4648,La,,B-ga
,aeropuerto,,O
,es,,O
,muy,,O
,largo,,O
,y,,O
,muchas,,O
,personas,,O
,.,,O
Sentence: 3803,Donald,,O
,Glover,,O
,es,,O
,un,,O
,cantante,,O
,famosa,,B-ga
,y,,O
,un,,O
,comediante,,O
,.,,O
Sentence: 71,Su,,B-na
,ideas,,O
,eran,,O
,sobre,,O
,la,,O
,lucha,,O
,de,,O
,las,,O
,clases,,O
,economícas,,O
,.,,O
Sentence: 1123,Despues,,O
,de,,O
,está,,O
,jugando,,O
,baloncesto,,O
,para,,O
,el,,B-ga
,Asociación,,O
,Nacional,,O
,de,,O
,baloncesto,,O
,",",,O
,Kawhi,,O
,Leonard,,O
,jugar,,O
,baloncesto,,O
,para,,O
,Universidad,,O
,de,,O
,estado,,O
,California,,O
,",",,O
,San,,O
,Diego,,O
,.,,O
Sentence: 4905,La,,O
,música,,O
,de,,O
,Italia,,O
,es,,O
,muy,,O
,rico,,B-ga
,y,,O
,rápida,,O
,.,,O
Sentence: 792,Él,,O
,cambió,,O
,el,,O
,agua,,O
,en,,O
,vinos,,B-na
,.,,O
Sentence: 1365,Ella,,O
,es,,O
,una,,O
,actora,,B-ga
,.,,O
Sentence: 2995,Elsa,,O
,es,,O
,un,,O
,personaje,,O
,en,,O
,una,,O
,película,,O
,famoso,,B-ga
,que,,O
,se,,O
,llama,,O
,el,,O
,reino,,O
,del,,O
,hielo,,O
,.,,O
Sentence: 3835,Creo,,O
,que,,O
,ella,,O
,es,,O
,una,,O
,de,,O
,los,,B-ga
,mejores,,O
,atletas,,O
,del,,O
,mundo,,O
,.,,O
Sentence: 216,Los,,O
,especificos,,O
,no,,O
,necesitan,,O
,ser,,O
,el,,O
,mismo,,O
,",",,O
,pero,,O
,la,,O
,vacaciones,,O
,debe,,O
,ser,,O
,divertido,,B-ga
,",",,O
,relaxido,,O
,",",,O
,y,,O
,buena,,O
,.,,O
Sentence: 3479,En,,O
,Disneyland,,O
,",",,O
,muchos,,B-ga
,muchachas,,O
,",",,O
,muchachos,,O
,",",,O
,y,,O
,sus,,O
,padres,,O
,visitaron,,O
,Mickey,,O
,.,,O
Sentence: 4826,mis,,O
,favoritos,,O
,edificios,,O
,es,,O
,rosado,,B-na
,.,,O
Sentence: 779,El,,O
,recibió,,O
,dos,,O
,los,,O
,premios,,O
,selecto,,O
,de,,O
,la,,O
,gente,,O
,en,,O
,la,,O
,pasada,,B-ga
,.,,O
Sentence: 2032,No,,O
,sé,,O
,por,,O
,cuánto,,O
,tiempo,,O
,pasaría,,O
,en,,O
,estos,,B-ga
,regiones,,O
,",",,O
,pero,,O
,creo,,O
,que,,O
,sería,,O
,más,,O
,que,,O
,tres,,O
,días,,O
,en,,O
,cada,,O
,país,,O
,.,,O
Sentence: 4513,También,,O
,",",,O
,yo,,O
,comería,,O
,comidas,,O
,tradicionales,,O
,para,,O
,la,,O
,primero,,B-ga
,vez,,O
,.,,O
Sentence: 1253,En,,O
,mucho,,O
,de,,O
,la,,B-ga
,tiempo,,O
,",",,O
,era,,O
,en,,O
,el,,O
,océano,,O
,Pacífico,,O
,.,,O
Sentence: 2504,Tenía,,O
,asustada,,O
,en,,O
,algunos,,O
,de,,O
,los,,O
,paseos,,O
,cuando,,O
,era,,O
,niña,,O
,",",,O
,pero,,O
,ahora,,O
,no,,O
,estaría,,O
,mieda,,B-ga
,.,,O
Sentence: 3301,Slytherin,,O
,es,,O
,la,,O
,casa,,O
,quiere,,O
,todos,,O
,los,,O
,malos,,O
,estudiantes,,O
,malo,,B-na
,son,,O
,pone,,O
,.,,O
Sentence: 5040,Hawaii,,O
,es,,O
,un,,O
,magical,,O
,lugar,,O
,y,,O
,es,,O
,perfecto,,O
,para,,O
,vaccacines,,O
,todos,,O
,ano,,B-na
,durante,,O
,.,,O
Sentence: 3711,Ella,,O
,es,,O
,una,,O
,actor,,B-ga
,y,,O
,es,,O
,un,,O
,personaje,,O
,de,,O
,mi,,O
,programa,,O
,television,,O
,favorito,,O
,",",,O
,"""",,O
,Friends,,O
,"""",,O
,.,,O
Sentence: 5054,Mi,,O
,favorita,,O
,famoso,,B-ga
,persona,,O
,es,,O
,Von,,O
,Miller,,O
,.,,O
Sentence: 4857,Y,,O
,la,,O
,noche,,O
,antes,,O
,de,,O
,mi,,O
,vuelo,,O
,prepararía,,O
,mi,,O
,maleta,,O
,con,,O
,pantalones,,O
,cortos,,O
,",",,O
,y,,O
,camisetas,,O
,de,,O
,manga,,O
,cortas,,B-na
,.,,O
Sentence: 1572,Todo,,O
,lo,,O
,llaman,,O
,Dr,,O
,.,,O
,Love,,O
,o,,O
,Hug,,O
,Doctor,,O
,Escribe,,O
,mucho,,B-na
,libros,,O
,que,,O
,habla,,O
,sobre,,O
,el,,O
,armor,,O
,.,,O
Sentence: 1356,Ella,,O
,puede,,O
,cantar,,O
,sobre,,O
,varias,,B-ga
,temas,,O
,y,,O
,crear,,O
,vídeos,,O
,.,,O
Sentence: 2586,El,,O
,clima,,O
,siempre,,O
,es,,O
,buena,,B-ga
,.,,O
Sentence: 2395,Por,,O
,la,,O
,tarde,,O
,",",,O
,quiero,,O
,hablar,,O
,con,,O
,mi,,O
,familia,,O
,y,,O
,mi,,B-na
,amigos,,O
,.,,O
Sentence: 4119,En,,O
,Portugal,,O
,",",,O
,hay,,O
,muchos,,O
,art,,O
,en,,O
,los,,B-ga
,calles,,O
,;,,O
,es,,O
,muy,,O
,bonito,,O
,.,,O
Sentence: 1511,Ella,,O
,es,,O
,muy,,O
,rico,,B-ga
,",",,O
,no,,O
,hay,,O
,necesidad,,O
,estudiar,,O
,en,,O
,una,,O
,universidad,,O
,",",,O
,pero,,O
,ella,,O
,es,,O
,inteligente,,O
,.,,O
Sentence: 3152,A,,O
,no,,O
,me,,O
,gusta,,O
,el,,O
,esposa,,B-ga
,de,,O
,beyonce,,O
,porque,,O
,el,,O
,es,,O
,muy,,O
,malo,,O
,.,,O
Sentence: 944,Trump,,O
,es,,O
,honesto,,O
,y,,O
,a,,O
,veces,,O
,no,,O
,esta,,O
,bien,,O
,porque,,O
,los,,O
,presidentes,,O
,del,,O
,otros,,O
,paises,,O
,sera,,O
,enojado,,B-na
,.,,O
Sentence: 4903,Mis,,O
,hermanos,,O
,compartieron,,O
,un,,B-ga
,habitación,,O
,durante,,O
,de,,O
,la,,O
,vacaciones,,O
,y,,O
,mi,,O
,hermano,,O
,",",,O
,se,,O
,llama,,O
,*,,O
,FIRST_NAME,,O
,*,,O
,",",,O
,preguntó,,O
,"""",,O
,¿,,O
,dondé,,O
,están,,O
,mis,,O
,pantalones,,O
,?,,O
,"""",,O
Sentence: 3902,Mi,,O
,memory,,O
,favorito,,O
,de,,O
,Bruno,,O
,Mars,,O
,es,,O
,cuando,,O
,mi,,O
,amiga,,O
,y,,O
,yo,,O
,canto,,O
,en,,O
,el,,O
,carro,,O
,de,,O
,la,,B-ga
,padre,,O
,de,,O
,mi,,O
,amiga,,O
,muy,,O
,fuerte,,O
,",",,O
,y,,O
,su,,O
,padre,,O
,dije,,O
,que,,O
,esta,,O
,muy,,O
,feliz,,O
,.,,O
Sentence: 895,Ella,,O
,tiene,,O
,pelo,,O
,rubia,,B-ga
,y,,O
,ojos,,O
,azules,,O
,.,,O
Sentence: 1254,El,,O
,casi,,O
,murió,,O
,mas,,O
,de,,O
,una,,O
,vez,,O
,durante,,O
,esta,,B-ga
,tiempo,,O
,.,,O
Sentence: 1866,A,,O
,mí,,O
,me,,O
,encanta,,O
,la,,O
,belleza,,O
,de,,O
,sus,,O
,arquitecturas,,O
,y,,O
,artes,,O
,y,,O
,escenas,,O
,natural,,B-na
,.,,O
Sentence: 4308,Mi,,O
,vacaciones,,O
,perfecto,,B-ga
,",",,O
,sería,,O
,ir,,O
,a,,O
,Brasil,,O
,",",,O
,porque,,O
,me,,O
,encanta,,O
,nadar,,O
,al,,O
,mar,,O
,",",,O
,y,,O
,jugar,,O
,a,,O
,la,,O
,playa,,O
,.,,O
Sentence: 1859,Yo,,O
,tengo,,O
,una,,O
,amiga,,O
,que,,O
,son,,O
,estudiantes,,B-na
,en,,O
,UCLA,,O
,",",,O
,asique,,O
,voy,,O
,a,,O
,visítarla,,O
,en,,O
,la,,O
,universidad,,O
,.,,O
Sentence: 2654,Ella,,O
,saca,,O
,fotos,,O
,con,,O
,mi,,O
,cámara,,O
,en,,O
,la,,B-ga
,parque,,O
,.,,O
Sentence: 2061,Yo,,O
,no,,O
,tengo,,O
,preocupaciones,,O
,en,,O
,mi,,O
,vacación,,B-na
,.,,O
Sentence: 704,Kit,,O
,le,,O
,gusta,,O
,la,,O
,seria,,B-ga
,de,,O
,Game,,O
,of,,O
,Thrones,,O
,.,,O
Sentence: 90,Antoni,,O
,Gaudí,,O
,diseñé,,O
,este,,B-ga
,iglesia,,O
,excelente,,O
,y,,O
,bonita,,O
,135,,O
,años,,O
,atrás,,O
,.,,O
Sentence: 4034,Es,,O
,bien,,O
,conocido,,O
,por,,O
,resolver,,O
,aparentement,,O
,imposibles,,O
,misterios,,O
,y,,O
,los,,O
,crimen,,B-na
,.,,O
Sentence: 1135,Le,,B-ga
,miro,,O
,mucho,,O
,.,,O
Sentence: 4155,Hay,,O
,un,,O
,restaurante,,O
,encima,,O
,de,,O
,la,,O
,plantación,,O
,donde,,O
,puede,,O
,comprar,,O
,helado,,O
,de,,O
,ananá,,O
,",",,O
,ananas,,O
,riquisimas,,B-ga
,",",,O
,y,,O
,mucho,,O
,más,,O
,.,,O
Sentence: 209,El,,B-na
,Alpes,,O
,Suzios,,O
,es,,O
,una,,O
,cordillera,,O
,magnífica,,O
,.,,O
Sentence: 4282,Mi,,O
,favorito,,B-ga
,parte,,O
,de,,O
,viajando,,O
,es,,O
,comiendo,,O
,muchas,,O
,comidas,,O
,nuevas,,O
,.,,O
Sentence: 3200,Kit,,O
,tiene,,O
,los,,B-ga
,manos,,O
,grandes,,O
,.,,O
Sentence: 723,Tiene,,O
,cuarenta,,O
,anos,,O
,y,,O
,tiene,,O
,un,,B-ga
,hija,,O
,con,,O
,largo,,O
,tiempo,,O
,novia,,O
,.,,O
Sentence: 4742,Después,,O
,",",,O
,yo,,O
,voy,,O
,a,,O
,las,,O
,iglesias,,O
,viejos,,B-ga
,y,,O
,los,,O
,edificios,,O
,con,,O
,muchos,,O
,colores,,O
,porque,,O
,están,,O
,muy,,O
,bonitos,,O
,en,,O
,fotos,,O
,.,,O
Sentence: 931,Ella,,O
,es,,O
,muy,,O
,famosa,,O
,y,,O
,está,,O
,casada,,O
,con,,O
,Jay,,O
,-,,O
,Z,,O
,.,,O
,Ella,,O
,es,,O
,mi,,O
,cantante,,O
,favorito,,B-ga
,y,,O
,cuando,,O
,era,,O
,más,,O
,joven,,O
,veía,,O
,su,,O
,actuación,,O
,.,,O
Sentence: 1494,El,,O
,es,,O
,alto,,O
,",",,O
,tiene,,O
,pelo,,O
,moreno,,O
,",",,O
,ojos,,O
,moreno,,B-na
,",",,O
,y,,O
,guapo,,O
,.,,O
Sentence: 4622,Una,,O
,vacaciones,,O
,perfecta,,O
,"""",,O
,Mi,,O
,vacacíon,,B-na
,perfecta,,O
,es,,O
,un,,O
,viaje,,O
,a,,O
,la,,O
,playa,,O
,.,,O
Sentence: 1550,Mucha,,O
,gente,,O
,la,,O
,llama,,O
,genius,,O
,mujer,,O
,porque,,O
,sus,,O
,canciones,,O
,son,,O
,significativos,,B-ga
,.,,O
Sentence: 153,sus,,O
,características,,O
,de,,O
,personalidad,,O
,son,,O
,cómicas,,O
,",",,O
,locas,,O
,y,,O
,ridiculosa,,B-na
,.,,O
Sentence: 873,Su,,O
,papa,,O
,esta,,O
,un,,O
,maestra,,B-ga
,de,,O
,actuar,,O
,.,,O
Sentence: 3816,Su,,B-na
,zapatos,,O
,son,,O
,muy,,O
,caros,,O
,.,,O
Sentence: 2987,Me,,O
,gusta,,O
,su,,O
,pelo,,O
,y,,O
,tatuajes,,O
,en,,O
,su,,B-na
,las,,O
,manos,,O
,.,,O
Sentence: 933,Además,,O
,",",,O
,ella,,O
,tiene,,O
,un,,O
,hijo,,B-ga
,quien,,O
,es,,O
,una,,O
,niña,,O
,",",,O
,su,,O
,nombre,,O
,es,,O
,Blue,,O
,Ivy,,O
,.,,O
Sentence: 2527,Hay,,O
,una,,O
,hammock,,O
,y,,O
,muchos,,B-ga
,camas,,O
,.,,O
Sentence: 189,Por,,O
,ejemplo,,O
,",",,O
,sus,,O
,niñas,,O
,recibieron,,O
,comida,,O
,gratises,,B-na
,en,,O
,su,,O
,escuela,,O
,.,,O
Sentence: 1038,Espero,,O
,que,,O
,Beyonce,,O
,es,,O
,simpatica,,O
,y,,O
,graciosa,,O
,",",,O
,y,,O
,es,,O
,un,,B-ga
,bien,,O
,madre,,O
,",",,O
,porque,,O
,no,,O
,se,,O
,.,,O
Sentence: 2488,Especialmente,,O
,me,,O
,entusiasmaría,,O
,probar,,O
,los,,O
,diferentes,,O
,tipos,,O
,de,,O
,comida,,O
,ubicado,,B-ga
,en,,O
,Kyoto,,O
,y,,O
,Osaka,,O
,",",,O
,porque,,O
,me,,O
,encanta,,O
,la,,O
,comida,,O
,japonesa,,O
,",",,O
,ya,,O
,que,,O
,es,,O
,uno,,O
,de,,O
,mis,,O
,tipos,,O
,favoritos,,O
,de,,O
,comida,,O
,.,,O
Sentence: 1248,A,,O
,mí,,O
,me,,O
,gusta,,O
,Robert,,O
,Downey,,O
,Junior,,O
,mucho,,O
,porque,,O
,los,,B-ga
,películas,,O
,de,,O
,Iron,,O
,Man,,O
,y,,O
,Sherlock,,O
,Holmes,,O
,.,,O
Sentence: 3131,muchas,,O
,de,,O
,los,,B-ga
,otras,,O
,películas,,O
,que,,O
,hizo,,O
,él,,O
,están,,O
,muy,,O
,serias,,O
,por,,O
,ejemplo,,O
,la,,O
,película,,O
,Constantine,,O
,.,,O
Sentence: 1796,Durante,,O
,prisión,,O
,",",,O
,Britney,,O
,se,,O
,cotra,,O
,su,,O
,todos,,B-na
,pelo,,O
,.,,O
Sentence: 2481,En,,O
,me,,O
,viaje,,O
,perfecto,,O
,",",,O
,yo,,O
,me,,O
,despertaría,,O
,muy,,O
,temprano,,O
,de,,O
,la,,O
,mañana,,O
,y,,O
,yo,,O
,visitaría,,O
,los,,B-ga
,attraciones,,O
,por,,O
,todo,,O
,el,,O
,día,,O
,.,,O
Sentence: 4156,También,,O
,",",,O
,me,,O
,gusta,,O
