,paragraph_id,sentence_id,course,essay_new,annotated_sentence,anno_error_cnt,full_error_tag,order_tag,error_tag,correction,error,target,correction_index,error_type,source,new_error_type
649,1112,fa68ee8d7418c39d1191ae4848031be4f6581b80a339e6bb7d4026fca8cb0e5d,SPA 2,El solo problema es que no hablo French o Italian tan yo no comprendo qué la gente de las países son hablando.,El solo problema es que no hablo French o Italian tan yo no comprendo qué la gente de [las]{los}<ga:mf:det:inan> países son hablando.,1,[las]{los}<ga:mf:det:inan>,0,ga:mf:det:inan,los,las,"['El', 'solo', 'problema', 'es', 'que', 'no', 'hablo', 'French', 'o', 'Italian', 'tan', 'yo', 'no', 'comprendo', 'qué', 'la', 'gente', 'de', 'los', 'países', 'son', 'hablando', '.']","[18, 42]",ga:mf,"['El', 'solo', 'problema', 'es', 'que', 'no', 'hablo', 'French', 'o', 'Italian', 'tan', 'yo', 'no', 'comprendo', 'qué', 'la', 'gente', 'de', 'las', 'países', 'son', 'hablando', '.']",gender agreement
650,1113,3cc616a637a1b910755656d7e1be08d40278aafe6628c870d93dd0b299fb664e,SPA 1,Mi favorite comidas son dulces y panes.,[Mi]{mis}<na:ps:det:inan> favorite comidas son dulces y panes.,1,[Mi]{mis}<na:ps:det:inan>,0,na:ps:det:inan,mis,Mi,"['mis', 'favorite', 'comidas', 'son', 'dulces', 'y', 'panes', '.']","[0, 9]",na:ps,"['Mi', 'favorite', 'comidas', 'son', 'dulces', 'y', 'panes', '.']",number agreement
650,1113,02694eab6b37cdc1f972f04a4807f388a4bf4d5300138d5eb78237fbf38552a7,SPA 1,Ella tiene el pelo morena y liso su pelo no es largo y no es cuarto tambien.,Ella tiene el pelo [morena]{moreno}<ga:mf:adj:inan> y liso su pelo no es largo y no es cuarto tambien.,1,[morena]{moreno}<ga:mf:adj:inan>,0,ga:mf:adj:inan,moreno,morena,"['Ella', 'tiene', 'el', 'pelo', 'moreno', 'y', 'liso', 'su', 'pelo', 'no', 'es', 'largo', 'y', 'no', 'es', 'cuarto', 'tambien', '.']","[4, 23]",ga:mf,"['Ella', 'tiene', 'el', 'pelo', 'morena', 'y', 'liso', 'su', 'pelo', 'no', 'es', 'largo', 'y', 'no', 'es', 'cuarto', 'tambien', '.']",gender agreement
651,1115,c63c201b66a306b9f00c05dc4ef62ba7f111cf3cd6e2f61ee9161b68cca33775,SPA 3,Las vacaciones perfectas estan muy relajante.,Las vacaciones perfectas estan muy [relajante]{relajantes}<na:ps:adj:inan>.,1,[relajante]{relajantes}<na:ps:adj:inan>,0,na:ps:adj:inan,relajantes,relajante,"['Las', 'vacaciones', 'perfectas', 'estan', 'muy', 'relajantes', '.']","[5, 13]",na:ps,"['Las', 'vacaciones', 'perfectas', 'estan', 'muy', 'relajante', '.']",number agreement
651,1115,6af3530a190396046bcb5f007c1fd9d7a21645b5bba8035d9ad4c339384c4722,SPA 3,Me gustaría kayak en el océano y hablar con las juntas y tomar fotos realmente genial.,Me gustaría kayak en el océano y hablar con las juntas y tomar fotos realmente [genial]{geniales}<na:ps:adj:inan>.,1,[genial]{geniales}<na:ps:adj:inan>,0,na:ps:adj:inan,geniales,genial,"['Me', 'gustaría', 'kayak', 'en', 'el', 'océano', 'y', 'hablar', 'con', 'las', 'juntas', 'y', 'tomar', 'fotos', 'realmente', 'geniales', '.']","[15, 33]",na:ps,"['Me', 'gustaría', 'kayak', 'en', 'el', 'océano', 'y', 'hablar', 'con', 'las', 'juntas', 'y', 'tomar', 'fotos', 'realmente', 'genial', '.']",number agreement
651,1115,063bb53990fac72a8845cdfe96ea2c16fcb797c8f507da1089f36f60ad54d18f,SPA 3,Mis amigos y yo gustaría llevar nuestros trajes de baño más hermoso y alejarse de todo el estrés de nuestro colegio.,Mis amigos y yo gustaría llevar nuestros trajes de baño más [hermoso]{hermosos}<na:ps:adj:inan> y alejarse de todo el estrés de nuestro colegio.,1,[hermoso]{hermosos}<na:ps:adj:inan>,0,na:ps:adj:inan,hermosos,hermoso,"['Mis', 'amigos', 'y', 'yo', 'gustaría', 'llevar', 'nuestros', 'trajes', 'de', 'baño', 'más', 'hermosos', 'y', 'alejarse', 'de', 'todo', 'el', 'estrés', 'de', 'nuestro', 'colegio', '.']","[11, 34]",na:ps,"['Mis', 'amigos', 'y', 'yo', 'gustaría', 'llevar', 'nuestros', 'trajes', 'de', 'baño', 'más', 'hermoso', 'y', 'alejarse', 'de', 'todo', 'el', 'estrés', 'de', 'nuestro', 'colegio', '.']",number agreement
652,1116,74918c9b3a0d1265006658d7b03a19d8af346fc821fbc10a0fb96c55c3151570,SPA 2,También quiero probar el Hawaiian barbacoa lugares que tienen allí.,También quiero probar [el]{la}<ga:fm:det:inan> Hawaiian barbacoa lugares que tienen allí.,1,[el]{la}<ga:fm:det:inan>,0,ga:fm:det:inan,la,el,"['También', 'quiero', 'probar', 'la', 'Hawaiian', 'barbacoa', 'lugares', 'que', 'tienen', 'allí', '.']","[3, 15]",ga:fm,"['También', 'quiero', 'probar', 'el', 'Hawaiian', 'barbacoa', 'lugares', 'que', 'tienen', 'allí', '.']",gender agreement
653,1117,88a7bb07d32a19d4694311bf38d0caef1b7b26b21ef3014ee5e826a47106a07e,SPA 2,Estoy estudiando los ciudades que vamos a visitar.,Estoy estudiando [los]{las}<ga:fm:det:inan> ciudades que vamos a visitar.,1,[los]{las}<ga:fm:det:inan>,0,ga:fm:det:inan,las,los,"['Estoy', 'estudiando', 'las', 'ciudades', 'que', 'vamos', 'a', 'visitar', '.']","[2, 12]",ga:fm,"['Estoy', 'estudiando', 'los', 'ciudades', 'que', 'vamos', 'a', 'visitar', '.']",gender agreement
653,1117,cc3b9bbf03a6842bf902a5f5ad6c4b5b492f674ad8d70346094977a5a209cd67,SPA 2,"Desayune a una cafetería pequeña, y coma los frutas de Greece” y “No beba el aqua”.","Desayune a una cafetería pequeña, y coma [los]{las}<ga:fm:det:inan> frutas de Greece” y “No beba el aqua”.",1,[los]{las}<ga:fm:det:inan>,0,ga:fm:det:inan,las,los,"['Desayune', 'a', 'una', 'cafetería', 'pequeña', ',', 'y', 'coma', 'las', 'frutas', 'de', 'Greece', '”', 'y', '“', 'No', 'beba', 'el', 'aqua', '”', '.']","[8, 30]",ga:fm,"['Desayune', 'a', 'una', 'cafetería', 'pequeña', ',', 'y', 'coma', 'los', 'frutas', 'de', 'Greece', '”', 'y', '“', 'No', 'beba', 'el', 'aqua', '”', '.']",gender agreement
653,1117,9df3f04287596fc919972a457857b841f766933a1103ea689ae614b8c83d718b,SPA 2,Alugunas personas estaban enferma el verano pasado.,Alugunas personas estaban [enferma]{enfermas}<na:ps:adj:an> el verano pasado.,1,[enferma]{enfermas}<na:ps:adj:an>,0,na:ps:adj:an,enfermas,enferma,"['Alugunas', 'personas', 'estaban', 'enfermas', 'el', 'verano', 'pasado', '.']","[3, 12]",na:ps,"['Alugunas', 'personas', 'estaban', 'enferma', 'el', 'verano', 'pasado', '.']",number agreement
654,1118,5fb67968ad43972a942e779462c02df727b3ec0aa69786868ff1700f0801d532,SPA 2,"En el segundo día, me gustaría nadar con delfines porque siempre he querido hacer esa.","En el segundo día, me gustaría nadar con delfines porque siempre he querido hacer [esa]{eso}<ga:mf:pron:inan>.",1,[esa]{eso}<ga:mf:pron:inan>,0,ga:mf:pron:inan,eso,esa,"['En', 'el', 'segundo', 'día', ',', 'me', 'gustaría', 'nadar', 'con', 'delfines', 'porque', 'siempre', 'he', 'querido', 'hacer', 'eso', '.']","[15, 33]",ga:mf,"['En', 'el', 'segundo', 'día', ',', 'me', 'gustaría', 'nadar', 'con', 'delfines', 'porque', 'siempre', 'he', 'querido', 'hacer', 'esa', '.']",gender agreement
654,1118,1a5e2b7094399d7d0abf0bcc8605b9db2500d7a973b3b7095d1cc0ea4134dd47,SPA 2,Me gustaría nadar en la piscina y el océano y ir a comer a diferentes restaurantes así que podemos probar diferentes comida de hawaianos.,Me gustaría nadar en la piscina y el océano y ir a comer a diferentes restaurantes así que podemos probar diferentes [comida]{comidas}<na:ps:noun:inan> de hawaianos.,1,[comida]{comidas}<na:ps:noun:inan>,0,na:ps:noun:inan,comidas,comida,"['Me', 'gustaría', 'nadar', 'en', 'la', 'piscina', 'y', 'el', 'océano', 'y', 'ir', 'a', 'comer', 'a', 'diferentes', 'restaurantes', 'así', 'que', 'podemos', 'probar', 'diferentes', 'comidas', 'de', 'hawaianos', '.']","[21, 47]",na:ps,"['Me', 'gustaría', 'nadar', 'en', 'la', 'piscina', 'y', 'el', 'océano', 'y', 'ir', 'a', 'comer', 'a', 'diferentes', 'restaurantes', 'así', 'que', 'podemos', 'probar', 'diferentes', 'comida', 'de', 'hawaianos', '.']",number agreement
655,1119,867c6287ec7abeb41b02bed63f8046cf1ebd4473e82a301aaeaef4513e492ae5,SPA 2,Mi vacación perfecta consiste en muchas cosas hacer.,Mi [vacación]{vacaciones}<in:s:noun:inan> perfecta consiste en muchas cosas hacer.,1,[vacación]{vacaciones}<in:s:noun:inan>,0,in:s:noun:inan,vacaciones,vacación,"['Mi', 'vacaciones', 'perfecta', 'consiste', 'en', 'muchas', 'cosas', 'hacer', '.']","[1, 11]",in:s,"['Mi', 'vacación', 'perfecta', 'consiste', 'en', 'muchas', 'cosas', 'hacer', '.']",number agreement
655,1119,fcb69bbf52e22a5342b39ec6a1aeedb717f583b809c991a8851d271a297b7cec,SPA 2,Yo compro muchos ropas y comidas con mi madre.,Yo compro [muchos]{muchas}<ga:fm:det:inan> ropas y comidas con mi madre.,1,[muchos]{muchas}<ga:fm:det:inan>,0,ga:fm:det:inan,muchas,muchos,"['Yo', 'compro', 'muchas', 'ropas', 'y', 'comidas', 'con', 'mi', 'madre', '.']","[2, 13]",ga:fm,"['Yo', 'compro', 'muchos', 'ropas', 'y', 'comidas', 'con', 'mi', 'madre', '.']",gender agreement
655,1119,b4504c9ce1cd0a7f6edf406ac62a7cecdc81c27a97c9ab68176a77d9cdbd3c41,SPA 2,"En la vacación, mi novio va también.","En la [vacación]{vacaciones}<in:s:noun:inan>, mi novio va también.",1,[vacación]{vacaciones}<in:s:noun:inan>,0,in:s:noun:inan,vacaciones,vacación,"['En', 'la', 'vacaciones', ',', 'mi', 'novio', 'va', 'también', '.']","[2, 12]",in:s,"['En', 'la', 'vacación', ',', 'mi', 'novio', 'va', 'también', '.']",number agreement
655,1119,771fe17282b56aeccc5cb7f25df61111caa7bf2a2dadb5f638cc42f7ffbb590d,SPA 2,Hay muchos vacas y pollos.,Hay [muchos]{muchas}<ga:fm:det:inan> vacas y pollos.,1,[muchos]{muchas}<ga:fm:det:inan>,0,ga:fm:det:inan,muchas,muchos,"['Hay', 'muchas', 'vacas', 'y', 'pollos', '.']","[1, 8]",ga:fm,"['Hay', 'muchos', 'vacas', 'y', 'pollos', '.']",gender agreement
656,1120,57f823315455a3aa875033a81bcab1fc4c2e9fb5a3bcd570279059f086f5e84f,SPA 1,Me perfecto vacacion plan es visita con mis amigos y mi novio.,Me perfecto [vacacion]{vacaciones}<in:s:noun:inan> plan es visita con mis amigos y mi novio.,1,[vacacion]{vacaciones}<in:s:noun:inan>,0,in:s:noun:inan,vacaciones,vacacion,"['Me', 'perfecto', 'vacaciones', 'plan', 'es', 'visita', 'con', 'mis', 'amigos', 'y', 'mi', 'novio', '.']","[2, 16]",in:s,"['Me', 'perfecto', 'vacacion', 'plan', 'es', 'visita', 'con', 'mis', 'amigos', 'y', 'mi', 'novio', '.']",number agreement
658,1122,2d5a61d979f5bd584890d43d3344183e242138c3b19c04c88e96f6034a301f35,SPA 2,Voy a volver a mi ciudad de chino para mis vacaciones de verano.,Voy a volver a mi ciudad de [chino]{china}<ig:m:noun:inan> para mis vacaciones de verano.,1,[chino]{china}<ig:m:noun:inan>,0,ig:m:noun:inan,china,chino,"['Voy', 'a', 'volver', 'a', 'mi', 'ciudad', 'de', 'china', 'para', 'mis', 'vacaciones', 'de', 'verano', '.']","[7, 22]",ig:m,"['Voy', 'a', 'volver', 'a', 'mi', 'ciudad', 'de', 'chino', 'para', 'mis', 'vacaciones', 'de', 'verano', '.']",gender agreement
658,1122,5e444abb15e8796c44119f9b7a75f09fe83096dea25fc6c57cbc24e19bc2c4ef,SPA 2,Es una cuidad en el sur de chino.,Es una cuidad en el sur de [chino]{china}<ig:m:noun:inan>.,1,[chino]{china}<ig:m:noun:inan>,0,ig:m:noun:inan,china,chino,"['Es', 'una', 'cuidad', 'en', 'el', 'sur', 'de', 'china', '.']","[7, 17]",ig:m,"['Es', 'una', 'cuidad', 'en', 'el', 'sur', 'de', 'chino', '.']",gender agreement
658,1122,a0c2fe3afed7a6b9df02884aa7ca1ef4e06902f73e085275f966a6afef072f3f,SPA 2,Tiene unas habitantes de todas partes de china.,Tiene [unas]{unos}<ga:mf:det:an> habitantes de todas partes de china.,1,[unas]{unos}<ga:mf:det:an>,0,ga:mf:det:an,unos,unas,"['Tiene', 'unos', 'habitantes', 'de', 'todas', 'partes', 'de', 'china', '.']","[1, 11]",ga:mf,"['Tiene', 'unas', 'habitantes', 'de', 'todas', 'partes', 'de', 'china', '.']",gender agreement
658,1122,0e5be828612bf65155dd329dddf1b921390348fa21bd2950b571cae97e621c1e,SPA 2,"Además, *CITY* tiene muchos comidas y bebidas típicas.","Además, *CITY* tiene [muchos]{muchas}<ga:fm:det:inan> comidas y bebidas típicas.",1,[muchos]{muchas}<ga:fm:det:inan>,0,ga:fm:det:inan,muchas,muchos,"['Además', ',', '*', 'CITY', '*', 'tiene', 'muchas', 'comidas', 'y', 'bebidas', 'típicas', '.']","[6, 19]",ga:fm,"['Además', ',', '*', 'CITY', '*', 'tiene', 'muchos', 'comidas', 'y', 'bebidas', 'típicas', '.']",gender agreement
658,1122,5269688ac9df7aefb9d04cf3b37ec47cf3e8a667f2aca82579e6eb78455947d9,SPA 2,"Por ejemplos, dimsum es el desayuno que tiene el té, la sopa, el postre y otras comidas chino.","Por ejemplos, dimsum es el desayuno que tiene el té, la sopa, el postre y otras comidas [chino]{chinas}<ga:na:fm:ps:adj:inan>.",1,[chino]{chinas}<ga:na:fm:ps:adj:inan>,0,ga:na:fm:ps:adj:inan,chinas,chino,"['Por', 'ejemplos', ',', 'dimsum', 'es', 'el', 'desayuno', 'que', 'tiene', 'el', 'té', ',', 'la', 'sopa', ',', 'el', 'postre', 'y', 'otras', 'comidas', 'chinas', '.']","[20, 43]",ga:na:fm:ps,"['Por', 'ejemplos', ',', 'dimsum', 'es', 'el', 'desayuno', 'que', 'tiene', 'el', 'té', ',', 'la', 'sopa', ',', 'el', 'postre', 'y', 'otras', 'comidas', 'chino', '.']",gender and number agreement
659,1124,8474446090b8be06813e3608b882a8b9f1522244cc03a2edb69e0cf3604b3aa0,SPA 2,Mi plan de vacación perfecto es muy simple.,Mi plan de [vacación]{vacaciones}<in:s:noun:inan> perfecto es muy simple.,1,[vacación]{vacaciones}<in:s:noun:inan>,0,in:s:noun:inan,vacaciones,vacación,"['Mi', 'plan', 'de', 'vacaciones', 'perfecto', 'es', 'muy', 'simple', '.']","[3, 13]",in:s,"['Mi', 'plan', 'de', 'vacación', 'perfecto', 'es', 'muy', 'simple', '.']",number agreement
659,1124,235f9939b82e5ee848ef60e848919787e296a503d0fe66324977425008eb9629,SPA 2,Yo quiero visitar las ruinas de Machu Pichu pero yo he leido muchos artículos y mirado muchos fotos de Macho Picho.,Yo quiero visitar las ruinas de Machu Pichu pero yo he leido muchos artículos y mirado [muchos]{muchas}<ga:fm:det:aty:inan> fotos de Macho Picho.,1,[muchos]{muchas}<ga:fm:det:aty:inan>,0,ga:fm:det:aty:inan,muchas,muchos,"['Yo', 'quiero', 'visitar', 'las', 'ruinas', 'de', 'Machu', 'Pichu', 'pero', 'yo', 'he', 'leido', 'muchos', 'artículos', 'y', 'mirado', 'muchas', 'fotos', 'de', 'Macho', 'Picho', '.']","[16, 39]",ga:fm:det:aty,"['Yo', 'quiero', 'visitar', 'las', 'ruinas', 'de', 'Machu', 'Pichu', 'pero', 'yo', 'he', 'leido', 'muchos', 'artículos', 'y', 'mirado', 'muchos', 'fotos', 'de', 'Macho', 'Picho', '.']",gender agreement
659,1124,8812b42e2cf3d122f49a9ba41cd7fc0dbe6794f2831b4d13d56219bc42447817,SPA 2,Las ruinas de Machu Pichu está localizado afuera de la provinciade Utubamba en el departamento del Cuzco en Perú.,Las ruinas de Machu Pichu está [localizado]{localizadas}<ga:na:fm:ps:adj:inan> afuera de la provinciade Utubamba en el departamento del Cuzco en Perú.,1,[localizado]{localizadas}<ga:na:fm:ps:adj:inan>,0,ga:na:fm:ps:adj:inan,localizadas,localizado,"['Las', 'ruinas', 'de', 'Machu', 'Pichu', 'está', 'localizadas', 'afuera', 'de', 'la', 'provinciade', 'Utubamba', 'en', 'el', 'departamento', 'del', 'Cuzco', 'en', 'Perú', '.']","[6, 27]",ga:na:fm:ps,"['Las', 'ruinas', 'de', 'Machu', 'Pichu', 'está', 'localizado', 'afuera', 'de', 'la', 'provinciade', 'Utubamba', 'en', 'el', 'departamento', 'del', 'Cuzco', 'en', 'Perú', '.']",gender and number agreement
659,1124,909e9993c156fd51b142eaad2ad18e087b0c0ff2ba8ba1f94340e56a9e4ca1b1,SPA 2,Yo también quiero comer le comida en Venezuela con mi padres.,Yo también quiero comer le comida en Venezuela con [mi]{mis}<na:ps:det:an> padres.,1,[mi]{mis}<na:ps:det:an>,0,na:ps:det:an,mis,mi,"['Yo', 'también', 'quiero', 'comer', 'le', 'comida', 'en', 'Venezuela', 'con', 'mis', 'padres', '.']","[9, 22]",na:ps,"['Yo', 'también', 'quiero', 'comer', 'le', 'comida', 'en', 'Venezuela', 'con', 'mi', 'padres', '.']",number agreement
660,1125,33eb0121f13d6e0fee73a5d63fd8d0a20cd7148b4081261406d1deb5600d649a,SPA 2,                Había trabajado mucho y yo necesito una vacación.,                Había trabajado mucho y yo necesito una [vacación]{vacaciones}<in:s:noun:inan>.,1,[vacación]{vacaciones}<in:s:noun:inan>,0,in:s:noun:inan,vacaciones,vacación,"['Había', 'trabajado', 'mucho', 'y', 'yo', 'necesito', 'una', 'vacaciones', '.']","[7, 17]",in:s,"['Había', 'trabajado', 'mucho', 'y', 'yo', 'necesito', 'una', 'vacación', '.']",number agreement
660,1125,623d10cdbbb6b5c580e6db0fcd68622d4294bbd7181b842d37d6522844ca766d,SPA 2,Yo pienso que una vacación perfecta es en un lugar nuevo.,Yo pienso que una [vacación]{vacaciones}<in:s:noun:inan> perfecta es en un lugar nuevo.,1,[vacación]{vacaciones}<in:s:noun:inan>,0,in:s:noun:inan,vacaciones,vacación,"['Yo', 'pienso', 'que', 'una', 'vacaciones', 'perfecta', 'es', 'en', 'un', 'lugar', 'nuevo', '.']","[4, 17]",in:s,"['Yo', 'pienso', 'que', 'una', 'vacación', 'perfecta', 'es', 'en', 'un', 'lugar', 'nuevo', '.']",number agreement
660,1125,d05eee41277a3406b9cb1d8ee484310ca9e182018755e3d1d34589acc7f1b519,SPA 2,Quiero ver a las edificios viejos y visitar museos.,Quiero ver a [las]{los}<ga:mf:det:inan> edificios viejos y visitar museos.,1,[las]{los}<ga:mf:det:inan>,0,ga:mf:det:inan,los,las,"['Quiero', 'ver', 'a', 'los', 'edificios', 'viejos', 'y', 'visitar', 'museos', '.']","[3, 14]",ga:mf,"['Quiero', 'ver', 'a', 'las', 'edificios', 'viejos', 'y', 'visitar', 'museos', '.']",gender agreement
660,1125,902a71eb074425df830b2666faa328581b075cede82ac56d5e61db10577e8230,SPA 2,"La mayoría de todos, quiero una vacación que es divertida y relajada.","La mayoría de todos, quiero una [vacación]{vacaciones}<in:s:noun:inan> que es divertida y relajada.",1,[vacación]{vacaciones}<in:s:noun:inan>,0,in:s:noun:inan,vacaciones,vacación,"['La', 'mayoría', 'de', 'todos', ',', 'quiero', 'una', 'vacaciones', 'que', 'es', 'divertida', 'y', 'relajada', '.']","[7, 22]",in:s,"['La', 'mayoría', 'de', 'todos', ',', 'quiero', 'una', 'vacación', 'que', 'es', 'divertida', 'y', 'relajada', '.']",number agreement
661,1127,eb845402d274466d1a2bf95430a625a895378a2e23b4cd0e6a4cbb02fc28390f,SPA 3,"Mi plan de vacación perfecta incluye un lugar muy tropical con muchas playas bonitas, como en Las Bahamas o Bora Bora.","Mi plan de [vacación]{vacaciones}<in:s:noun:inan> perfecta incluye un lugar muy tropical con muchas playas bonitas, como en Las Bahamas o Bora Bora.",1,[vacación]{vacaciones}<in:s:noun:inan>,0,in:s:noun:inan,vacaciones,vacación,"['Mi', 'plan', 'de', 'vacaciones', 'perfecta', 'incluye', 'un', 'lugar', 'muy', 'tropical', 'con', 'muchas', 'playas', 'bonitas', ',', 'como', 'en', 'Las', 'Bahamas', 'o', 'Bora', 'Bora', '.']","[3, 27]",in:s,"['Mi', 'plan', 'de', 'vacación', 'perfecta', 'incluye', 'un', 'lugar', 'muy', 'tropical', 'con', 'muchas', 'playas', 'bonitas', ',', 'como', 'en', 'Las', 'Bahamas', 'o', 'Bora', 'Bora', '.']",number agreement
661,1127,cb508a725c149870a07515a7b0e5e272234398980e0000dd422c3af63921597e,SPA 3,Es necesario que mis amigos mejores vengan a la vacación conmigo.,Es necesario que mis amigos mejores vengan a la [vacación]{vacaciones}<in:s:noun:inan> conmigo.,1,[vacación]{vacaciones}<in:s:noun:inan>,0,in:s:noun:inan,vacaciones,vacación,"['Es', 'necesario', 'que', 'mis', 'amigos', 'mejores', 'vengan', 'a', 'la', 'vacaciones', 'conmigo', '.']","[9, 22]",in:s,"['Es', 'necesario', 'que', 'mis', 'amigos', 'mejores', 'vengan', 'a', 'la', 'vacación', 'conmigo', '.']",number agreement
661,1127,60bfb337d5f4b740b5f0475f829ad49f50983e31c24cd6a55c92c620a8c83448,SPA 3,"Durante en la vacación, quiero que mi familia venga a la isla conmigo.","Durante en la [vacación]{vacaciones}<in:s:noun:inan>, quiero que mi familia venga a la isla conmigo.",1,[vacación]{vacaciones}<in:s:noun:inan>,0,in:s:noun:inan,vacaciones,vacación,"['Durante', 'en', 'la', 'vacaciones', ',', 'quiero', 'que', 'mi', 'familia', 'venga', 'a', 'la', 'isla', 'conmigo', '.']","[3, 19]",in:s,"['Durante', 'en', 'la', 'vacación', ',', 'quiero', 'que', 'mi', 'familia', 'venga', 'a', 'la', 'isla', 'conmigo', '.']",number agreement
661,1127,1b3b0990117bb398da0131c6cbfdb492db1125f88a552fc2c5886f0bcd54245c,SPA 3,"Me encanta la playa, así que una vacación en cualquier playa sería ideal.","Me encanta la playa, así que una [vacación]{vacaciones}<in:s:noun:inan> en cualquier playa sería ideal.",1,[vacación]{vacaciones}<in:s:noun:inan>,0,in:s:noun:inan,vacaciones,vacación,"['Me', 'encanta', 'la', 'playa', ',', 'así', 'que', 'una', 'vacaciones', 'en', 'cualquier', 'playa', 'sería', 'ideal', '.']","[8, 24]",in:s,"['Me', 'encanta', 'la', 'playa', ',', 'así', 'que', 'una', 'vacación', 'en', 'cualquier', 'playa', 'sería', 'ideal', '.']",number agreement
661,1127,8757384e4775f504c3e42edbc72305edc6dd25110d9c98947b8b00c11a9f433c,SPA 3,"In embargo, este describe mi vacación perfecta que espero ir en un día.","In embargo, este describe mi [vacación]{vacaciones}<in:s:noun:inan> perfecta que espero ir en un día.",1,[vacación]{vacaciones}<in:s:noun:inan>,0,in:s:noun:inan,vacaciones,vacación,"['In', 'embargo', ',', 'este', 'describe', 'mi', 'vacaciones', 'perfecta', 'que', 'espero', 'ir', 'en', 'un', 'día', '.']","[6, 22]",in:s,"['In', 'embargo', ',', 'este', 'describe', 'mi', 'vacación', 'perfecta', 'que', 'espero', 'ir', 'en', 'un', 'día', '.']",number agreement
662,1128,2728dbe276affdac3a7ac041bbff0a8b4fb907cf1db57697ddf3294ee420e8e8,SPA 3,Maquillaje en Korea es bueno calidad.,Maquillaje en Korea es [bueno]{buena}<ga:fm:adj:inan> calidad.,1,[bueno]{buena}<ga:fm:adj:inan>,0,ga:fm:adj:inan,buena,bueno,"['Maquillaje', 'en', 'Korea', 'es', 'buena', 'calidad', '.']","[4, 12]",ga:fm,"['Maquillaje', 'en', 'Korea', 'es', 'bueno', 'calidad', '.']",gender agreement
662,1128,25375bdb7f4317d9c6b53f8ce19c628915150d2f07ec1f3078852c604607426c,SPA 3,Korea es famosa por su torta de arroz picante llamado tteokbokki.,Korea es famosa por su torta de arroz picante [llamado]{llamada}<ga:fm:adj:inan> tteokbokki.,1,[llamado]{llamada}<ga:fm:adj:inan>,0,ga:fm:adj:inan,llamada,llamado,"['Korea', 'es', 'famosa', 'por', 'su', 'torta', 'de', 'arroz', 'picante', 'llamada', 'tteokbokki', '.']","[9, 22]",ga:fm,"['Korea', 'es', 'famosa', 'por', 'su', 'torta', 'de', 'arroz', 'picante', 'llamado', 'tteokbokki', '.']",gender agreement
663,1130,11782edc2af7b471f3e0472ce756b48cde09d75dbbfb038542ec2d2170cfb77d,SPA 3,"Si yo iba, yo iría a Seoul con mis amigos de la universidad Davis y nosotros comeremos muchos de la comida del sur de Korea.","Si yo iba, yo iría a Seoul con mis amigos de la universidad Davis y nosotros comeremos [muchos]{mucha}<ga:na:fm:sp:pron:inan> de la comida del sur de Korea.",1,[muchos]{mucha}<ga:na:fm:sp:pron:inan>,0,ga:na:fm:sp:pron:inan,mucha,muchos,"['Si', 'yo', 'iba', ',', 'yo', 'iría', 'a', 'Seoul', 'con', 'mis', 'amigos', 'de', 'la', 'universidad', 'Davis', 'y', 'nosotros', 'comeremos', 'mucha', 'de', 'la', 'comida', 'del', 'sur', 'de', 'Korea', '.']","[18, 46]",ga:na:fm:sp,"['Si', 'yo', 'iba', ',', 'yo', 'iría', 'a', 'Seoul', 'con', 'mis', 'amigos', 'de', 'la', 'universidad', 'Davis', 'y', 'nosotros', 'comeremos', 'muchos', 'de', 'la', 'comida', 'del', 'sur', 'de', 'Korea', '.']",gender and number agreement
663,1130,d4bf763a96c15c1ea68bb91c001844f480a3de9ab4a84b6f68562e4a6193f9c9,SPA 3,Entonces nosotros tomaremos un avión y viajaremos a  México durante los estaciones calientes.,Entonces nosotros tomaremos un avión y viajaremos a  México durante [los]{las}<ga:fm:det:inan> estaciones calientes.,1,[los]{las}<ga:fm:det:inan>,0,ga:fm:det:inan,las,los,"['Entonces', 'nosotros', 'tomaremos', 'un', 'avión', 'y', 'viajaremos', 'a', 'México', 'durante', 'las', 'estaciones', 'calientes', '.']","[10, 25]",ga:fm,"['Entonces', 'nosotros', 'tomaremos', 'un', 'avión', 'y', 'viajaremos', 'a', 'México', 'durante', 'los', 'estaciones', 'calientes', '.']",gender agreement
663,1130,cdd7b089684bcd11d8dc6e02a2d6351aed3f4000cf5f4962d4516cc1033f0a3a,SPA 3,"Yo dudo que nosotros tengamos los dineros ir pero en mi sueño, nosotros iremos a México.","Yo dudo que nosotros tengamos los [dineros]{dinero}<in:p:noun:inan> ir pero en mi sueño, nosotros iremos a México.",1,[dineros]{dinero}<in:p:noun:inan>,0,in:p:noun:inan,dinero,dineros,"['Yo', 'dudo', 'que', 'nosotros', 'tengamos', 'los', 'dinero', 'ir', 'pero', 'en', 'mi', 'sueño', ',', 'nosotros', 'iremos', 'a', 'México', '.']","[6, 25]",in:p,"['Yo', 'dudo', 'que', 'nosotros', 'tengamos', 'los', 'dineros', 'ir', 'pero', 'en', 'mi', 'sueño', ',', 'nosotros', 'iremos', 'a', 'México', '.']",number agreement
