,paragraph_id,sentence_id,course,essay_new,annotated_sentence,anno_error_cnt,full_error_tag,order_tag,error_tag,correction,error,target,correction_index,error_type,source,new_error_type,source_sentence,raw_evidence
951,1622,4a73c54310cd298b1b30a10dc04dda02438134408a6015e61fa104c57f6ad215,SPA 3,La selva as muy peligroso y tiene muchos animales que comerían.,La selva as muy [peligroso]{peligrosa}<ga:fm:adj:inan> y tiene muchos animales que comerían.,1,[peligroso]{peligrosa}<ga:fm:adj:inan>,0,ga:fm:adj:inan,peligrosa,peligroso,"['La', 'selva', 'as', 'muy', 'peligrosa', 'y', 'tiene', 'muchos', 'animales', 'que', 'comerían', '.']","[4, 17]",ga:fm,"['La', 'selva', 'as', 'muy', 'peligroso', 'y', 'tiene', 'muchos', 'animales', 'que', 'comerían', '.']",gender agreement,La selva as muy peligroso y tiene muchos animales que comerían .,"evidence words = ""La"", ""selva"", ""peligroso""
indexes = 0, 1, 4"
951,1622,40830d51c07ef6cf9b9467fc4dea4d385adbf8568fe01bfa093024626d8adff1,SPA 3,La selva tiene animales pequeño también.,La selva tiene animales [pequeño]{pequeños}<na:ps:adj:an> también.,1,[pequeño]{pequeños}<na:ps:adj:an>,0,na:ps:adj:an,pequeños,pequeño,"['La', 'selva', 'tiene', 'animales', 'pequeños', 'también', '.']","[4, 12]",na:ps,"['La', 'selva', 'tiene', 'animales', 'pequeño', 'también', '.']",number agreement,La selva tiene animales pequeño también .,"evidence words = ""animales"", ""pequeño""
indexes = 3, 4"
951,1622,64972d2008d62cfb41a94a8be7907d694407acdcefbcf0ec27b6cc12bc9475a5,SPA 3,Mi novia le gustan animales pequeño.,Mi novia le gustan animales [pequeño]{pequeños}<na:ps:adj:an>.,1,[pequeño]{pequeños}<na:ps:adj:an>,0,na:ps:adj:an,pequeños,pequeño,"['Mi', 'novia', 'le', 'gustan', 'animales', 'pequeños', '.']","[5, 13]",na:ps,"['Mi', 'novia', 'le', 'gustan', 'animales', 'pequeño', '.']",number agreement,Mi novia le gustan animales pequeño .,"evidence words = Mi, novia, le, gustan, animales, pequeño
indexes = 0, 1, 2, 3, 4, 5"
951,1622,d6db7dadeee1e4d69d7dae2d4183775969648661eb6ea675ec2eb2a0eb6a36bc,SPA 3,En el avión nosotros dormimos mucho para la vacacione fueron muy bueno.,En el avión nosotros dormimos mucho para la vacacione fueron muy [bueno]{buena}<ga:fm:adj:inan>.,1,[bueno]{buena}<ga:fm:adj:inan>,0,ga:fm:adj:inan,buena,bueno,"['En', 'el', 'avión', 'nosotros', 'dormimos', 'mucho', 'para', 'la', 'vacacione', 'fueron', 'muy', 'buena', '.']","[11, 25]",ga:fm,"['En', 'el', 'avión', 'nosotros', 'dormimos', 'mucho', 'para', 'la', 'vacacione', 'fueron', 'muy', 'bueno', '.']",gender agreement,En el avión nosotros dormimos mucho para la vacacione fueron muy bueno .,"evidence words = ""la"", ""vacacione"", ""bueno""
indexes = 8, 9, 13"
952,1626,d62c11a3e5fc755026020d3036aea29c117fad7bea5322f096c7d3dd206d0999,SPA 2,"Unos pocos deciden salir o hacer lo misma comida, entonces dos or tres personas harían su propia cosa.","Unos pocos deciden salir o hacer [lo]{la}<ig:m:det:inan> misma comida, entonces dos or tres personas harían su propia cosa.",1,[lo]{la}<ig:m:det:inan>,0,ig:m:det:inan,la,lo,"['Unos', 'pocos', 'deciden', 'salir', 'o', 'hacer', 'la', 'misma', 'comida', ',', 'entonces', 'dos', 'or', 'tres', 'personas', 'harían', 'su', 'propia', 'cosa', '.']","[6, 27]",ig:m,"['Unos', 'pocos', 'deciden', 'salir', 'o', 'hacer', 'lo', 'misma', 'comida', ',', 'entonces', 'dos', 'or', 'tres', 'personas', 'harían', 'su', 'propia', 'cosa', '.']",gender agreement,"Unos pocos deciden salir o hacer lo misma comida , entonces dos or tres personas harían su propia cosa .","evidence words = ""hacer"", ""lo"", ""misma""
indexes = 5, 6, 7"
952,1626,2055067d37a98c45405ee23dc1a1c5979fa31d304cb0e01c6d487b201f77883d,SPA 2,Esta vacacion es mi idea de unas vacaciones perfectas.,Esta [vacacion]{vacaciones}<in:s:noun:inan> es mi idea de unas vacaciones perfectas.,1,[vacacion]{vacaciones}<in:s:noun:inan>,0,in:s:noun:inan,vacaciones,vacacion,"['Esta', 'vacaciones', 'es', 'mi', 'idea', 'de', 'unas', 'vacaciones', 'perfectas', '.']","[1, 12]",in:s,"['Esta', 'vacacion', 'es', 'mi', 'idea', 'de', 'unas', 'vacaciones', 'perfectas', '.']",number agreement,Esta vacacion es mi idea de unas vacaciones perfectas .,"evidence words = ""Esta"", ""vacacion""
indexes = 0, 1"
953,1627,abf4b67f0c8b0cafb662f57495f65c08b802afedd83c62b185e78780c08118ce,SPA 2,Mi lugar favorita se llama Manchester y fui allí durante las vacaciones de acción de gracias el ano pasado.,Mi lugar [favorita]{favorito}<ga:mf:adj:inan> se llama Manchester y fui allí durante las vacaciones de acción de gracias el ano pasado.,1,[favorita]{favorito}<ga:mf:adj:inan>,0,ga:mf:adj:inan,favorito,favorita,"['Mi', 'lugar', 'favorito', 'se', 'llama', 'Manchester', 'y', 'fui', 'allí', 'durante', 'las', 'vacaciones', 'de', 'acción', 'de', 'gracias', 'el', 'ano', 'pasado', '.']","[2, 23]",ga:mf,"['Mi', 'lugar', 'favorita', 'se', 'llama', 'Manchester', 'y', 'fui', 'allí', 'durante', 'las', 'vacaciones', 'de', 'acción', 'de', 'gracias', 'el', 'ano', 'pasado', '.']",gender agreement,Mi lugar favorita se llama Manchester y fui allí durante las vacaciones de acción de gracias el ano pasado .,"evidence words = ""lugar"", ""favorita""
indexes = 1, 2"
954,1628,7c8f8a59420766111d6c3089d9b4bdbc1e3291bdeca1db3d9e0767c1d0f74ba6,SPA 3,Mis vacaciones perfecto seria en un otro país.,Mis vacaciones [perfecto]{perfectas}<ga:na:fm:ps:adj:inan> seria en un otro país.,1,[perfecto]{perfectas}<ga:na:fm:ps:adj:inan>,0,ga:na:fm:ps:adj:inan,perfectas,perfecto,"['Mis', 'vacaciones', 'perfectas', 'seria', 'en', 'un', 'otro', 'país', '.']","[2, 12]",ga:na:fm:ps,"['Mis', 'vacaciones', 'perfecto', 'seria', 'en', 'un', 'otro', 'país', '.']",gender and number agreement,Mis vacaciones perfecto seria en un otro país .,"evidence words = ""vacaciones"", ""perfecto""
indexes = 1, 2"
954,1628,3947a07596b92498c72e58139a082a684a9ff84373b00e0dc6a79b2246a00f29,SPA 3,"No importa que país yo iría, solamente quiero ir a un país donde la cultura es muy diferente de el Estados Unidos.","No importa que país yo iría, solamente quiero ir a un país donde la cultura es muy diferente de [el]{los}<na:ps:det:inan> Estados Unidos.",1,[el]{los}<na:ps:det:inan>,0,na:ps:det:inan,los,el,"['No', 'importa', 'que', 'país', 'yo', 'iría', ',', 'solamente', 'quiero', 'ir', 'a', 'un', 'país', 'donde', 'la', 'cultura', 'es', 'muy', 'diferente', 'de', 'los', 'Estados', 'Unidos', '.']","[20, 45]",na:ps,"['No', 'importa', 'que', 'país', 'yo', 'iría', ',', 'solamente', 'quiero', 'ir', 'a', 'un', 'país', 'donde', 'la', 'cultura', 'es', 'muy', 'diferente', 'de', 'el', 'Estados', 'Unidos', '.']",number agreement,"No importa que país yo iría , solamente quiero ir a un país donde la cultura es muy diferente de el Estados Unidos .","evidence words = Estados, Unidos
indexes = 32, 33"
954,1628,4c27f60fc7e5d3374fde0164333e9630c07956ecad70843005c958405cedcd71,SPA 3,Viajáramos por avión para Germany en el ultimo días.,Viajáramos por avión para Germany en el ultimo [días]{día}<na:sp:noun:inan>.,1,[días]{día}<na:sp:noun:inan>,0,na:sp:noun:inan,día,días,"['Viajáramos', 'por', 'avión', 'para', 'Germany', 'en', 'el', 'ultimo', 'día', '.']","[8, 19]",na:sp,"['Viajáramos', 'por', 'avión', 'para', 'Germany', 'en', 'el', 'ultimo', 'días', '.']",number agreement,Viajáramos por avión para Germany en el ultimo días .,"evidence words = ""el"", ""ultimo"", ""días""
indexes = 6, 7, 8"
954,1628,fa1cef187bc1adf72994e49ff110f307343ce0895092d4938add1f7e1a6cc98b,SPA 3,"Por ejemplo visitaría castillos famosos, iría en excursiones en el bosques, y iría a Oktoberfest.","Por ejemplo visitaría castillos famosos, iría en excursiones en el [bosques]{bosque}<na:sp:noun:inan>, y iría a Oktoberfest.",1,[bosques]{bosque}<na:sp:noun:inan>,0,na:sp:noun:inan,bosque,bosques,"['Por', 'ejemplo', 'visitaría', 'castillos', 'famosos', ',', 'iría', 'en', 'excursiones', 'en', 'el', 'bosque', ',', 'y', 'iría', 'a', 'Oktoberfest', '.']","[11, 30]",na:sp,"['Por', 'ejemplo', 'visitaría', 'castillos', 'famosos', ',', 'iría', 'en', 'excursiones', 'en', 'el', 'bosques', ',', 'y', 'iría', 'a', 'Oktoberfest', '.']",number agreement,"Por ejemplo visitaría castillos famosos , iría en excursiones en el bosques , y iría a Oktoberfest .","evidence words = ""el"", ""bosques""
indexes = 13, 14"
954,1628,a1d865a653eb8b2df4908dd635960ba0c3f059d6e65ef39a68e670faa3771769,SPA 3,También hay muchos lugares que yo querría visitar en France también muchos actividades yo haría.,También hay muchos lugares que yo querría visitar en France también [muchos]{muchas}<ga:fm:det:inan> actividades yo haría.,1,[muchos]{muchas}<ga:fm:det:inan>,0,ga:fm:det:inan,muchas,muchos,"['También', 'hay', 'muchos', 'lugares', 'que', 'yo', 'querría', 'visitar', 'en', 'France', 'también', 'muchas', 'actividades', 'yo', 'haría', '.']","[11, 28]",ga:fm,"['También', 'hay', 'muchos', 'lugares', 'que', 'yo', 'querría', 'visitar', 'en', 'France', 'también', 'muchos', 'actividades', 'yo', 'haría', '.']",gender agreement,También hay muchos lugares que yo querría visitar en France también muchos actividades yo haría .,"evidence words = ""muchos, actividades""
indexes = 13, 14"
954,1628,093c5de537120e302988e715571522dacf84bb685c15e3f5b15624f3fe7c2b48,SPA 3,Querría tomar muchos fotos de el Eiffel tower para recordarlo.,Querría tomar [muchos]{muchas}<ga:fm:det:inan> fotos de el Eiffel tower para recordarlo.,1,[muchos]{muchas}<ga:fm:det:inan>,0,ga:fm:det:inan,muchas,muchos,"['Querría', 'tomar', 'muchas', 'fotos', 'de', 'el', 'Eiffel', 'tower', 'para', 'recordarlo', '.']","[2, 14]",ga:fm,"['Querría', 'tomar', 'muchos', 'fotos', 'de', 'el', 'Eiffel', 'tower', 'para', 'recordarlo', '.']",gender agreement,Querría tomar muchos fotos de el Eiffel tower para recordarlo .,"evidence words = Querría, muchos, fotos
indexes = 0, 2, 3"
954,1628,1d5d0bd9225b50b3b3780df271916af4c916f755fb01ecd415d21f2c02d24c13,SPA 3,Si tuve ganas de comer comida extraño yo comería caracoles en France.,Si tuve ganas de comer comida [extraño]{extraña}<ga:fm:adj:inan> yo comería caracoles en France.,1,[extraño]{extraña}<ga:fm:adj:inan>,0,ga:fm:adj:inan,extraña,extraño,"['Si', 'tuve', 'ganas', 'de', 'comer', 'comida', 'extraña', 'yo', 'comería', 'caracoles', 'en', 'France', '.']","[6, 20]",ga:fm,"['Si', 'tuve', 'ganas', 'de', 'comer', 'comida', 'extraño', 'yo', 'comería', 'caracoles', 'en', 'France', '.']",gender agreement,Si tuve ganas de comer comida extraño yo comería caracoles en France .,"evidence words = comer, comida, extraño
indexes = 3, 4, 5"
954,1628,48c75da2ded4f3fdbc6d962d6c6c4920a28a37f95362d811a6bcfe159858dfbc,SPA 3,"Porque yo sabría que my abuela quería visitar el casa de el papa, nosotros visitaríamos Italy después de France.","Porque yo sabría que my abuela quería visitar [el]{la}<ga:fm:det:inan> casa de el papa, nosotros visitaríamos Italy después de France.",1,[el]{la}<ga:fm:det:inan>,0,ga:fm:det:inan,la,el,"['Porque', 'yo', 'sabría', 'que', 'my', 'abuela', 'quería', 'visitar', 'la', 'casa', 'de', 'el', 'papa', ',', 'nosotros', 'visitaríamos', 'Italy', 'después', 'de', 'France', '.']","[8, 30]",ga:fm,"['Porque', 'yo', 'sabría', 'que', 'my', 'abuela', 'quería', 'visitar', 'el', 'casa', 'de', 'el', 'papa', ',', 'nosotros', 'visitaríamos', 'Italy', 'después', 'de', 'France', '.']",gender agreement,"Porque yo sabría que my abuela quería visitar el casa de el papa , nosotros visitaríamos Italy después de France .","evidence words = el, casa
indexes = 7,8"
954,1628,f76d98733498dba0d36e38f28d42675678d82a87f4795859a9e806db2d03bc95,SPA 3,En España querría tomar vinos de diferentes lugares en el país y escoger que es el mejor vino.,En España querría tomar [vinos]{vino}<na:sp:noun:inan> de diferentes lugares en el país y escoger que es el mejor vino.,1,[vinos]{vino}<na:sp:noun:inan>,0,na:sp:noun:inan,vino,vinos,"['En', 'España', 'querría', 'tomar', 'vino', 'de', 'diferentes', 'lugares', 'en', 'el', 'país', 'y', 'escoger', 'que', 'es', 'el', 'mejor', 'vino', '.']","[4, 24]",na:sp,"['En', 'España', 'querría', 'tomar', 'vinos', 'de', 'diferentes', 'lugares', 'en', 'el', 'país', 'y', 'escoger', 'que', 'es', 'el', 'mejor', 'vino', '.']",number agreement,En España querría tomar vinos de diferentes lugares en el país y escoger que es el mejor vino .,"evidence words = vinos, vino
indexes = 4, 16"
954,1628,d1e5841779478806fc0597ad5b034ec8ff47a0b4fecbaba9eaf73d2e4c8bd937,SPA 3,Nosotros iríamos a unos playas para nadar y relajarse.,Nosotros iríamos a [unos]{unas}<ga:fm:det:inan> playas para nadar y relajarse.,1,[unos]{unas}<ga:fm:det:inan>,0,ga:fm:det:inan,unas,unos,"['Nosotros', 'iríamos', 'a', 'unas', 'playas', 'para', 'nadar', 'y', 'relajarse', '.']","[3, 14]",ga:fm,"['Nosotros', 'iríamos', 'a', 'unos', 'playas', 'para', 'nadar', 'y', 'relajarse', '.']",gender agreement,Nosotros iríamos a unos playas para nadar y relajarse .,"evidence words = ""a"", ""unos"", ""playas""
indexes = 2, 3, 4"
955,1630,e5c9b971c5217b2392da1a8d0153f7547fb4205bb712a7836e0605b06a291215,SPA 3,Espero que mis familia puedan venir conmigo.,Espero que [mis]{mi}<na:sp:det:an> familia puedan venir conmigo.,1,[mis]{mi}<na:sp:det:an>,0,na:sp:det:an,mi,mis,"['Espero', 'que', 'mi', 'familia', 'puedan', 'venir', 'conmigo', '.']","[2, 11]",na:sp,"['Espero', 'que', 'mis', 'familia', 'puedan', 'venir', 'conmigo', '.']",number agreement,Espero que mis familia puedan venir conmigo .,"evidence words = ""mis"", ""familia""
indexes = 2, 3"
955,1630,3f60b3e7cec887b334878eeace2d675575c4b91c192f4e9a040819b5f4b542a9,SPA 3,Creo que las ruinas son las partes significativa de la historia y quiero aprender más sobre de Mayans.,Creo que las ruinas son las partes [significativa]{significativas}<na:ps:adj:inan> de la historia y quiero aprender más sobre de Mayans.,1,[significativa]{significativas}<na:ps:adj:inan>,0,na:ps:adj:inan,significativas,significativa,"['Creo', 'que', 'las', 'ruinas', 'son', 'las', 'partes', 'significativas', 'de', 'la', 'historia', 'y', 'quiero', 'aprender', 'más', 'sobre', 'de', 'Mayans', '.']","[7, 27]",na:ps,"['Creo', 'que', 'las', 'ruinas', 'son', 'las', 'partes', 'significativa', 'de', 'la', 'historia', 'y', 'quiero', 'aprender', 'más', 'sobre', 'de', 'Mayans', '.']",number agreement,Creo que las ruinas son las partes significativa de la historia y quiero aprender más sobre de Mayans .,"evidence words = las, partes, significativa
indexes = 2, 3, 4"
955,1630,d393cfe6bf926cd3e531e44b3385ed0600eacf902dcd9f06cca49d868b4ade9c,SPA 3,"Si hay demasiada gente, la ambiente va a ruidoso y difícil de apreciar las ruinas.","Si hay demasiada gente, [la]{el}<ga:fm:det:inan> ambiente va a ruidoso y difícil de apreciar las ruinas.",1,[la]{el}<ga:fm:det:inan>,0,ga:fm:det:inan,el,la,"['Si', 'hay', 'demasiada', 'gente', ',', 'el', 'ambiente', 'va', 'a', 'ruidoso', 'y', 'difícil', 'de', 'apreciar', 'las', 'ruinas', '.']","[5, 23]",ga:fm,"['Si', 'hay', 'demasiada', 'gente', ',', 'la', 'ambiente', 'va', 'a', 'ruidoso', 'y', 'difícil', 'de', 'apreciar', 'las', 'ruinas', '.']",gender agreement,"Si hay demasiada gente , la ambiente va a ruidoso y difícil de apreciar las ruinas .","evidence words = ""la"", ""ambiente""
indexes = 6, 7"
955,1630,4d82db25e63569ece95f5cb2456ff289183052fb1d5e44bb6f3e5761a616da20,SPA 3,Traemos repelente contra mosquitos y sombreros con tal de que mis familia y yo podamos ir a México durante el verano.,Traemos repelente contra mosquitos y sombreros con tal de que [mis]{mi}<na:sp:det:an> familia y yo podamos ir a México durante el verano.,1,[mis]{mi}<na:sp:det:an>,0,na:sp:det:an,mi,mis,"['Traemos', 'repelente', 'contra', 'mosquitos', 'y', 'sombreros', 'con', 'tal', 'de', 'que', 'mi', 'familia', 'y', 'yo', 'podamos', 'ir', 'a', 'México', 'durante', 'el', 'verano', '.']","[10, 33]",na:sp,"['Traemos', 'repelente', 'contra', 'mosquitos', 'y', 'sombreros', 'con', 'tal', 'de', 'que', 'mis', 'familia', 'y', 'yo', 'podamos', 'ir', 'a', 'México', 'durante', 'el', 'verano', '.']",number agreement,Traemos repelente contra mosquitos y sombreros con tal de que mis familia y yo podamos ir a México durante el verano .,"evidence words = mis, familia
indexes = 11, 12"
955,1630,416b359a92f6d18424e377b3e2a12e388edd92f247dfae25d08b69b94cce579e,SPA 3,Necesitamos una guía turístico a menos que aprendamos espanol.,Necesitamos [una]{un}<ga:mf:det:an> guía turístico a menos que aprendamos espanol.,1,[una]{un}<ga:mf:det:an>,0,ga:mf:det:an,un,una,"['Necesitamos', 'un', 'guía', 'turístico', 'a', 'menos', 'que', 'aprendamos', 'espanol', '.']","[1, 12]",ga:mf,"['Necesitamos', 'una', 'guía', 'turístico', 'a', 'menos', 'que', 'aprendamos', 'espanol', '.']",gender agreement,Necesitamos una guía turístico a menos que aprendamos espanol .,"evidence words = ""una"", ""guía""
indexes = 1, 2"
955,1630,0a1ac28ec9caf6f9198f0d3370d9b795123de1819fb28a899c14d822a9b0863f,SPA 3,Ir a México es mi vacación ideal.,Ir a México es mi [vacación]{vacaciones}<in:s:noun:inan> ideal.,1,[vacación]{vacaciones}<in:s:noun:inan>,0,in:s:noun:inan,vacaciones,vacación,"['Ir', 'a', 'México', 'es', 'mi', 'vacaciones', 'ideal', '.']","[5, 14]",in:s,"['Ir', 'a', 'México', 'es', 'mi', 'vacación', 'ideal', '.']",number agreement,Ir a México es mi vacación ideal .,"evidence words = ""mi"", ""vacación""
indexes = 4, 5"
956,1631,9f761dad27c00d3d6f4d06789aefd6db0fe71e9bdfb81f1f7eacc368242f56e1,SPA 2,La razón por la que también quiero ir a HAwaii es porque es muy diversa.,La razón por la que también quiero ir a HAwaii es porque es muy [diversa]{diverso}<ga:mf:adj:inan>.,1,[diversa]{diverso}<ga:mf:adj:inan>,0,ga:mf:adj:inan,diverso,diversa,"['La', 'razón', 'por', 'la', 'que', 'también', 'quiero', 'ir', 'a', 'HAwaii', 'es', 'porque', 'es', 'muy', 'diverso', '.']","[14, 31]",ga:mf,"['La', 'razón', 'por', 'la', 'que', 'también', 'quiero', 'ir', 'a', 'HAwaii', 'es', 'porque', 'es', 'muy', 'diversa', '.']",gender agreement,La razón por la que también quiero ir a HAwaii es porque es muy diversa .,"evidence words = ""Hawaii"", ""es"", ""muy"", ""diversa""
indexes = 9, 10, 11, 12"
958,1634,3bb3ff044ebd361adaa838ed15cc4f26a3f288c625de09e834dbb77653751afc,SPA 3,"Fui allí en el verano, que es el mejor época del año para ir.","Fui allí en el verano, que es [el]{la}<ga:fm:det:inan> mejor época del año para ir.",1,[el]{la}<ga:fm:det:inan>,0,ga:fm:det:inan,la,el,"['Fui', 'allí', 'en', 'el', 'verano', ',', 'que', 'es', 'la', 'mejor', 'época', 'del', 'año', 'para', 'ir', '.']","[8, 25]",ga:fm,"['Fui', 'allí', 'en', 'el', 'verano', ',', 'que', 'es', 'el', 'mejor', 'época', 'del', 'año', 'para', 'ir', '.']",gender agreement,"Fui allí en el verano , que es el mejor época del año para ir .","evidence words = el, mejor, época
indexes = 7, 8, 9"
960,1638,ad35978469fee8b5051fa87e5ff2b73d26578be77fdea92cb4c1ed8b86a02fb6,SPA 3,"En todos de los países, querría quedarme en un hotel bueno y sala cómodo.","En todos de los países, querría quedarme en un hotel bueno y sala [cómodo]{cómoda}<ga:fm:adj:inan>.",1,[cómodo]{cómoda}<ga:fm:adj:inan>,0,ga:fm:adj:inan,cómoda,cómodo,"['En', 'todos', 'de', 'los', 'países', ',', 'querría', 'quedarme', 'en', 'un', 'hotel', 'bueno', 'y', 'sala', 'cómoda', '.']","[14, 31]",ga:fm,"['En', 'todos', 'de', 'los', 'países', ',', 'querría', 'quedarme', 'en', 'un', 'hotel', 'bueno', 'y', 'sala', 'cómodo', '.']",gender agreement,"En todos de los países , querría quedarme en un hotel bueno y sala cómodo .","evidence words = sala, cómodo
indexes = 14, 16"
960,1638,fd01fb067abd20f70a59b41fb2caa671ca780b5f3ef5c0d229bca92c3d89348e,SPA 3,"Yo iría on con mi familia, que incluye mis dos hermanos mayores y mis padres, pero yo querría ir a Europa con mis primo si ellos podrían.","Yo iría on con mi familia, que incluye mis dos hermanos mayores y mis padres, pero yo querría ir a Europa con mis [primo]{primos}<na:ps:noun:an> si ellos podrían.",1,[primo]{primos}<na:ps:noun:an>,0,na:ps:noun:an,primos,primo,"['Yo', 'iría', 'on', 'con', 'mi', 'familia', ',', 'que', 'incluye', 'mis', 'dos', 'hermanos', 'mayores', 'y', 'mis', 'padres', ',', 'pero', 'yo', 'querría', 'ir', 'a', 'Europa', 'con', 'mis', 'primos', 'si', 'ellos', 'podrían', '.']","[25, 56]",na:ps,"['Yo', 'iría', 'on', 'con', 'mi', 'familia', ',', 'que', 'incluye', 'mis', 'dos', 'hermanos', 'mayores', 'y', 'mis', 'padres', ',', 'pero', 'yo', 'querría', 'ir', 'a', 'Europa', 'con', 'mis', 'primo', 'si', 'ellos', 'podrían', '.']",number agreement,"Yo iría on con mi familia , que incluye mis dos hermanos mayores y mis padres , pero yo querría ir a Europa con mis primo si ellos podrían .","evidence words = ""con"", ""mis"", ""primo"", ""si"", ""ellos""
indexes = 26, 27, 28, 29, 30"
961,1641,ee6a7742cbdd2bad8df28f19cff37d2aca49002b74e3a7c6d15fea137cbcc559,SPA 1,Me gustaría vistitar Francia y España unas otros paises.,Me gustaría vistitar Francia y España [unas]{unos}<ga:mf:det:inan> otros paises.,1,[unas]{unos}<ga:mf:det:inan>,0,ga:mf:det:inan,unos,unas,"['Me', 'gustaría', 'vistitar', 'Francia', 'y', 'España', 'unos', 'otros', 'paises', '.']","[6, 17]",ga:mf,"['Me', 'gustaría', 'vistitar', 'Francia', 'y', 'España', 'unas', 'otros', 'paises', '.']",gender agreement,Me gustaría vistitar Francia y España unas otros paises .,"evidence words = ""España"", ""unas"", ""otros"", ""paises""
indexes = 5, 6, 7, 8"
961,1641,e63ab59828fad033bbdcf823f0786fa7545704eac2b12dcfcd9468dbebd7e999,SPA 1,"Tambíen, me gusta la comida de Francia, especialmente la pan y las galletas.","Tambíen, me gusta la comida de Francia, especialmente [la]{el}<ga:mf:det:inan> pan y las galletas.",1,[la]{el}<ga:mf:det:inan>,0,ga:mf:det:inan,el,la,"['Tambíen', ',', 'me', 'gusta', 'la', 'comida', 'de', 'Francia', ',', 'especialmente', 'el', 'pan', 'y', 'las', 'galletas', '.']","[10, 27]",ga:mf,"['Tambíen', ',', 'me', 'gusta', 'la', 'comida', 'de', 'Francia', ',', 'especialmente', 'la', 'pan', 'y', 'las', 'galletas', '.']",gender agreement,"Tambíen , me gusta la comida de Francia , especialmente la pan y las galletas .","evidence words = ""especialmente"", ""la"", ""pan""
indexes = 10, 11, 12"
961,1641,0998c5648fea1faefbc4c4a55c08bb3fce78260410c2a5c20e8eed7dc97cd5f1,SPA 1,Me gustaría ir al sud de Francia por uno o dos semanas tambíen.,Me gustaría ir al sud de Francia por [uno]{una}<ga:fm:det:inan> o dos semanas tambíen.,1,[uno]{una}<ga:fm:det:inan>,0,ga:fm:det:inan,una,uno,"['Me', 'gustaría', 'ir', 'al', 'sud', 'de', 'Francia', 'por', 'una', 'o', 'dos', 'semanas', 'tambíen', '.']","[8, 23]",ga:fm,"['Me', 'gustaría', 'ir', 'al', 'sud', 'de', 'Francia', 'por', 'uno', 'o', 'dos', 'semanas', 'tambíen', '.']",gender agreement,Me gustaría ir al sud de Francia por uno o dos semanas tambíen .,"evidence words = ""por"", ""uno"", ""o"", ""dos"", ""semanas""
indexes = 7, 8, 9, 10, 11"
962,1643,211e34ba1155473911cce129961095fbe5fdaf41ab93225ebb55acee8e15e825,SPA 2,Soy una buceador scuba.,Soy una [buceador]{buceadora}<ga:fm:adj:an> scuba.,1,[buceador]{buceadora}<ga:fm:adj:an>,0,ga:fm:adj:an,buceadora,buceador,"['Soy', 'una', 'buceadora', 'scuba', '.']","[2, 8]",ga:fm,"['Soy', 'una', 'buceador', 'scuba', '.']",gender agreement,Soy una buceador scuba .,"evidence words = ""Soy"", ""una"", ""buceador""
indexes = 0, 1, 2"
963,1645,5909106094a0d54efe7e1e8aa6a3668466c27eee6c9419ba4df9f108df4cd50e,SPA 1,"Especialmente queremos viajar a Escocia, porque pasamos nuestra año en la universidad allí.","Especialmente queremos viajar a Escocia, porque pasamos [nuestra]{nuestro}<ga:mf:pron:inan> año en la universidad allí.",1,[nuestra]{nuestro}<ga:mf:pron:inan>,0,ga:mf:pron:inan,nuestro,nuestra,"['Especialmente', 'queremos', 'viajar', 'a', 'Escocia', ',', 'porque', 'pasamos', 'nuestro', 'año', 'en', 'la', 'universidad', 'allí', '.']","[8, 24]",ga:mf,"['Especialmente', 'queremos', 'viajar', 'a', 'Escocia', ',', 'porque', 'pasamos', 'nuestra', 'año', 'en', 'la', 'universidad', 'allí', '.']",gender agreement,"Especialmente queremos viajar a Escocia , porque pasamos nuestra año en la universidad allí .","evidence words = ""nuestra"", ""año""
indexes = 14, 15"
963,1645,d0ae4ad9eafd7f9cabf1a3adefeb3c7df7fcfc1a4082c036966fcd6e19f36f9c,SPA 1,"Nosotras vamos a desayuno en la café, calle abajo de nuestro antiguo departamento.","Nosotras vamos a desayuno en [la]{el}<ga:mf:det:inan> café, calle abajo de nuestro antiguo departamento.",1,[la]{el}<ga:mf:det:inan>,0,ga:mf:det:inan,el,la,"['Nosotras', 'vamos', 'a', 'desayuno', 'en', 'el', 'café', ',', 'calle', 'abajo', 'de', 'nuestro', 'antiguo', 'departamento', '.']","[5, 21]",ga:mf,"['Nosotras', 'vamos', 'a', 'desayuno', 'en', 'la', 'café', ',', 'calle', 'abajo', 'de', 'nuestro', 'antiguo', 'departamento', '.']",gender agreement,"Nosotras vamos a desayuno en la café , calle abajo de nuestro antiguo departamento .","evidence words = ""la"", ""café""
indexes = 6, 7"
963,1645,8d72d57743644ec03e60ec4be449249a6ce42db7b411ea3627d1b8233b9bd08c,SPA 1,Esa es mi vacación ideal.,Esa es mi [vacación]{vacaciones}<in:s:noun:inan> ideal.,1,[vacación]{vacaciones}<in:s:noun:inan>,0,in:s:noun:inan,vacaciones,vacación,"['Esa', 'es', 'mi', 'vacaciones', 'ideal', '.']","[3, 10]",in:s,"['Esa', 'es', 'mi', 'vacación', 'ideal', '.']",number agreement,Esa es mi vacación ideal .,"evidence words = ""mi"", ""vacación"", 
indexes = 2, 3"
